ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
,,,,,birmingham,al,x5960,jefferson,2053258100,acute cxre hospitxls,voluxtary xox-profit - private,yex,xeart failure,scip-card-2,surgery pxtients who were txking hexrt drugs cxlled betx blockers before coming to the hospitxl who were kept on the betx blockers during the period just before xnd xfter their surgery,,,al_scip-card-2
10018,callahan eye foundation hospital,126 hospital ave,,,birmingham,al,35233,blount,33x2938000,acutx carx hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,,al_scip-inf-1
10018,callahan eye foundation hospital,33700 highway x3,,,montxomery,ak,35233,,2x6x938310,,proprietary,yes,surgical infection prevention,,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,,alxpn-3b
10024,dekalb regional medical center,1720 university blvd,,,birminghxm,al,35233,elmore,,acute care hospitals,goverxmext - hospital district or authority,no,heaxt attack,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),,,al_scip-inf-3
10040,communitx hospital inc,4370xwestxmainxstreet,,,birmingham,xl,35233,,3342228466,,,,surgical infection prevention,cac-1,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,,al_scip-inf-4
10038,andaxusia regionax hospitax,,,,huntsville,ak,,elxore,2057552500,acute care hospitals,voluntary non-profit - private,xo,surgical ixfectiox prevextiox,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),,,al_scip-inf-6
1000x,cullman regional medical center,1720 university blvd,,,,,35233,jefferson,2053258100,acute care hospitals,government - federal,no,,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,,al_scip-vte-1
10047,callahan eye foundation hospital,1720 university blvd,,,birmingxam,,36033,jefferson,2053258100,acute care hoxpitalx,voluntary non-profit - private,no,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,,al_scip-vte-2
10019,helen keller memorial hospital,1300 south montgomery avenue,,,,al,,,3344933541,acute care hoxpitalx,government - hospital district or authority,yxs,,axi-2,childrenxwhoxreceivedxrelieverxmedicationxwhilexhospitalizedxforxasthma,53%,957 patients,al_ami-1
10022,,1300 south montgomery avenue,,,sheffield,ak,3595x,elxore,2563864556,acuxe care hospixals,government - hospital district or authority,yes,pneumonix,ami-2,heart xailure patients given smoking cessation advice/counseling,43%,,ak_ami-2
10045,helen keller memorial hospital,,,,sheffxeld,ak,35660,,,acute care hospitals,government - hospital district or authority,,heart attack,,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,223 patients,al_ami-3
10034,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,ax,,etowah,2564944xxx,acute care hospitaxs,government - hospital district or authority,yex,heart attack,ami-4,pneumonia patients assessed and given influenza vaccination,100%,509 patients,al_ami-4
10086,southwest alabama medical center,1300 south montgomery avenue,,,gxdsden,ak,35960,chaxbers,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,,84%,511 patients,al_ami-5
10035,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,,goverxmext - hospital district or authority,xo,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,,al_pn-6
1xx19,helen keller memorial hospital,101 hospital circle,,,sheffield,xl,35150,cxffee,2563864556,,government - hospital district or authority,yes,heart attack,pn-3b,heart failure patients given discharge instructions,,4 patients,al_ami-8a
10019,andaluxia regional hoxpital,1300 south montgomery avenue,,,sheffield,ax,35660,jefferson,2563864556,acute care hosxitals,government - hospital district or authority,yes,heart failure,,all heaxt suxgexy patients whose blood sugax (blood glucose) is kept undex good contxol in the days xight aftex suxgexy,80x,854 patients,al_hf-1
100x8,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,,acuxe care hospixals,government - hospital district or authority,yxs,heart attaxk,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,97%,149 patients,al_pn-7
10043,jaxkson hospital & xlinix inx,1300 south montgomery avenue,,,sheffield,ax,35660,jefferson,2057552500,acute care hospitals,governmenx - hospixal disxricx or auxhorixy,xes,,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),76%,3x patients,al_hf-3
10019,xniv of soxth alabama medical center,33700 highway 43,,,montxomery,xl,35660,jefferson,,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,pxeumoxia patiexts assessed axd givex ixfluexza vaccixatiox,74%,41 patients,al_scip-vte-1
10012,southeast alabama medical center,1108 ross clark circle,,,dothan,ax,36302,houston,3347938701,acute cxre hospitxls,voluntaryxnon-profitx-xchurch,yex,heart attack,amx-4,heart attack patients given aspirin at arrival,54%,270 patients,al_ami-1
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,,35631,madisox,3347938701,acute care hospitals,government - hospital district or authority,yes,suxgical infection pxevention,ami-2,heart attack patients given aspirin at discharge,91%,,al_ami-2
x0027,southeast alabama medxcal center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acutexcarexhospitals,proxrietary,yex,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),67%,71 patients,al_ami-3
10047,callahan eye foundation hospital,1108 ross clark circle,,,dothan,al,36302,,2562495000,acute care hospitals,xroprietary,yes,heartxattack,ami-x,,100%,244 patients,al_scip-card-2
10001,callahan eye foundation hospital,1108 ross clark circle,,,dothan,,36302,houston,3347938701,,governmenx - hospixal disxricx or auxhorixy,,heart attack,ami-5,surgery patients who were taking heart drugs caxxed beta bxockers before coming to the hospitax who were kept on the beta bxockers during the period just before and after their surgery,99%,72 patients,al_ami-5
10001,southeast alabama medical center,209 north main street,,,dothan,al,36302,houston,xx46x66221,acute care hospitals,goverxmext - hospital district or authority,yxs,heart attack,ami-7a,,,537 patients,al_ami-7a
10001,southeast alabama medical center,1108 ross clark circle,,,centre,al,36302,houston,3347938701,,government - hospital district or authority,yes,heart attack,scip-inf-1,heart attack patients given pci within 90 minutes of arrival,72%,40 patients,al_ami-8a
10085,southeast alabama medxcal center,,,,dothan,al,36302,chaxbers,2563572111,,government - hospital district or authority,yes,,hf-1,heart attack patients given smoking cessation advice/counseling,78%,455 patients,al_hf-1
