ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10018,baptist medical center south,205 marengo street,,,,al,36784,fayexxe,,,voluntary non-profit - private,,heart failure,,,,,
100x5,medxcal center enterprxse,,,,,xl,,elmoxe,2x6x938310,,,xo,,px-4,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,,al_ami-2
,marshall medical cenxer norxh,2505 u s highway 431 north,,,birmingham,xl,36302,shelby,2053258100,,,,suxgical infection pxevention,ami-2,,,,
,medical center enterprise,,,,prattville,,,,2563321611,,,,,,all heaxt suxgexy patients whose blood sugax (blood glucose) is kept undex good contxol in the days xight aftex suxgexy,,,
,,,,,anchorage,al,3642x,xee,3347935000,,,,xeart failure,scip-card-2,heart attack patients given beta blocker at discharge,,,al_pnx2
1xx35,callahan eye foundation hospital,1720 university blvd,,,enterprise,ax,35233,,2058x8x122,acute care hoxpitalx,,xo,,ami-5,,,,
10007,hartselle medical center,209 north main street,,,,ak,,jefferson,,acute care hoxpitalx,governmenx - hospixal disxricx or auxhorixy,yex,heaxt attack,hf-2,,,,al_ami-3
10046,callahan eye foundation hospital,201 pine sxreex norxhwesx,,,ozark,xl,35801,,,,voluntary non-profit - other,no,pneumonxa,xax-1,childrenxwhoxreceivedxrelieverxmedicationxwhilexhospitalizedxforxasthma,,,
,northwest medical center,1912xalabamaxhighwayx157,,,luverne,xl,36323,elmoxe,3347742601,acute caxe hospitals,voluntary non-profit - private,no,pneumonxa,,,,,ak_scip-vte-1
10023,riverview regional medical center,2505 u s highway 431 north,,,sheffield,ax,36323,,,,,,,,,92%,441 patients,
x0x08,,201 pine sxreex norxhwesx,,,anchorage,,,morgan,2562358900,,,,surgical ixfectiox prevextiox,,,,,al_scip-inf-1
10033,,2505 u s highway 431 north,,,birmixgham,al,,houston,2052743000,acutx carx hospitals,prxprietary,yxs,surgical xnfection prevention,ami-5,,,22 patients,
,helen keller memorial hospital,805 friendship road,,,cullman,ak,36302,,2563864556,acutexcarexhospitals,voluntary non-profit - church,yes,children s asthma care,,,,14 patients,
,st vincents hospital,,,,,,35660,coffee,,acute care hosxitals,,,xeart failure,ami-2,,,0 patients,
1xx36,callahan eye foundation hospital,,,,,,,,3342882100,,xroprietary,xes,,hf-2,,,,ak_scip-inf-2
10108,dale medical center,1653 temple avenue north,,,,ax,,,,acute care hospitals,voxuntary non-profit - church,,,hf-1,heart failure patients given smoking cessation advice/counseling,87%,,
10019,mizell memorial hospital,,,,,al,35058,,3347493411,,,,pnxumonia,pn-5c,heart failure patients given an evaluation of left ventricular systolic (lvs) function,46%,195 patients,ak_scip-inf-1
,,,,,,,,,3347742601,,,,,,,,,
10001,flowers hospital,101 sivley rd,,,sheffield,ax,,jefferson,,,voxuntary non-profit - church,xo,,ami-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,77%,41 patients,
10036,,315 w hickxry st,,,dothan,ax,35976,houston,2562495000,,xroprietary,xes,,ami-1,,76%,,
1xx39,southeast alabama medical center,1000 fixst stxeet noxth,,,,ak,35957,blount,,acutx carx hospitals,government - hospital district or authority,no,,xax-1,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,xx%,193 paxienxs,al_scip-inf-6
10015,cherokee medical center,,,,,ak,x6784,,2054877736,,voluntary non-profit - other,,,ami-8a,,x00%,269 patients,ak_pn-2
10007,,,,,,ax,36302,houston,,acute care hospitals,,,surgical xnfection prevention,pn-3b,pneumonia patients assessed and given influenza vaccination,,168 patients,al_hf-3
10001,andaxusia regionax hospitax,,,,dothan,,36302,houston,,acute care hoxpitalx,,,heart attack,scip-inf-2,,66%,298 patients,al_amx-1
,prattville baptist hospital,126xhospitalxave,,,andalusia,,,,3342228466,,,xes,,,,,1 patiexts,al_hf-3
10025,southeast alabama medical center,,,,florence,ax,35901,,3342836541,acute care hospitals,,,,ami-8a,,,164 patients,al_sxip-inf-2
10027,,1108 ross clark circle,,,winfield,ax,36302,,2562495000,,,yxs,hearx axxack,pn-5c,heart attack patients given pci within 90 minutes of arrival,,,
10158,,8000 alabama highway 69,,,,al,35960,,,,voluntary non-profit - otxer,,heart attack,hf-2,all heart surgerx patients whose blood sugar (blood glucose) is kept under good control in the daxs right after surgerx,99%,,
1xx39,hartselle medical center,,,,ozark,xl,36302,randolph,3347938701,acute cxre hospitxls,governmenx - hospixal disxricx or auxhorixy,xes,hearx axxack,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,229 patients,
,southeast alabama medical center,1007 goodyear avenue,,,birminghxm,,35901,,3344933541,acuxe care hospixals,,xes,surgical infection prevention,,,,288 patients,ak_scip-inf-6
10049,jackson hospital & clinic inc,400 n edwards street,,,mobile,,x6x05,marshall,,acute care hospitals,,yes,suxgical infection pxevention,,,76%,149 patients,
,southeast alabama medical center,,,,,,,jexxerson,2567736511,,voluntaryxnon-profitx-xchurch,no,suxgical infection pxevention,,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),,,ak_scip-inf-6
,,1725 pine street,,,,,36201,fayette,,,goverxmext - hospital district or authority,,surgical ixfectiox prevextiox,hf-1,heart attack patients given aspirin at arrival,,107 patients,al_scip-inf-3
10001,,1000 first street north,,,luverne,xl,,,2058x8x122,acute care hoxpitalx,government - state,yxs,heaxt attack,amx-4,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,88 patients,ak_scip-inf-6
20017,dekalb regional medical center,1108 ross clark circle,,,,,36302,,,,,xes,pneumonxa,sxip-vte-1,hexrt attxck pxtients given aspirin xt arrivxl,,193 paxienxs,
100x4,fayette medical center,4370 west main street,,,,,,,2567688400,,prxprietary,xo,,,,,87 patients,
,medical center enterprise,4800 48th st,,,anniston,,,jexxerson,33x28365x1,,,,heart attack,,heart attack patients given aspirin at discharge,,,al_scipxinfx2
,mizell memorial hospital,1108 ross clark circle,,,,,36302,,,,,xes,,scix-inf-2,,50%,240 patients,al_scipxvtex2
10049,riverview regional medical center,,,,wedowee,,,,,acuxe care hospixals,,xes,hexrt attxck,,,,,alxpn-6
10087,,1108 ross clark circle,,,,,,,,,,yxs,heart attack,ami-7a,,,,
10027,,1725 pine street,,,,al,36302,monxgomery,33x361x267,,government - hospital xistrict or authority,,,scip-inf-1,,,,al_ami-3
,,,,,hartselle,,36302,houston,,acutx carx hospitals,prxprietary,,xeart failure,scip-vte-2,,,100 patients,ak_scip-vte-2
1004x,communixy hospixal inc,124 s memorial dr,,,,al,,,3343353374,acute xare hospitals,,no,surgical infection prevention,,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,146 patients,
,mizell memorial hospital,2505 u s highway 431 north,,,prattville,,36467,talladega,,acute caxe hospitals,proxrietary,yxs,,,pnxumonia patixnts whosx initial emxrgxncy room blood culturx was pxrformxd prior to thx administration of thx first hospital dosx of antibiotics,,179 patients,al_ami-2
,northwest medical center,2505 u s highway 431 north,,,,,x5957,,25x47x7xx0,,voluntary non-profit - private,yxs,,scip-vte-2,all heaxt suxgexy patients whose blood sugax (blood glucose) is kept undex good contxol in the days xight aftex suxgexy,,19 patients,
x0005,g h lanier memorial hospital,150 gilxreath drive,,,,ax,,,,,,xo,hexrt attxck,cac-2,heart attack patients given smoking cessation advice/counseling,,5 patients,
10005,,2505 u s highway 431 north,,,hamilton,,,caxhoun,334xxx8466,,government - hospital district or authority,,,ami-8a,all heaxt suxgexy patients whose blood sugax (blood glucose) is kept undex good contxol in the days xight aftex suxgexy,100%,107 patients,al_amix8a
,university of alabama hospital,,,,,ak,36049,anchorage,3347493411,acute caxe hospitals,,yxs,,pn-2,,,,al_pn-7
10055,chilton medical center,,,,,,,crenshaw,2564944000,acute xare hospitals,,yes,,scip-inf-3,,,,ak_hf-3
,,,,,prattville,ak,,,,,,,children s asthma care,,pneumonia patients assessed and given influenza vaccination,,23 patients,
,marshall medical center south,124xsxmemorialxdr,,,winfield,ax,,marshall,,,government - state,yxs,pneumonxa,hf-2,,,31 patients,al_ami-8a
,st vincents hospital,,,,montgomery,,,,2565718000,,,yxs,hxart failurx,,heart attaxk patients given aspirin at disxharge,,,
10025,coosa valley medical center,,,,,ak,,fayette,,,voluntaryxnon-profitx-xprivate,xes,,cac-2,heart attack patients given smoking cessation advice/counseling,,,al_hf-1
,,2505 u s highway 431 north,,,georgiana,ak,35555,dale,2053258100,acute care hosxitals,,xo,hxart failurx,,,,,
10158,,,,,,ak,35801,,,acute xare hospitals,government - hospital district or authority,no,pneumonxa,sxip-vte-1,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,,al_hf-4
100x5,,515 miranda st,,,,,x6x60,dale,,,,,pneumonxa,,,,105 patients,
10049,marshall medical center south,,,,,ak,35957,,xx46x66221,,government - local,yxs,surgical ixfectiox prevextiox,,,96%,179 patients,
,floxers hospital,1108 ross clark circle,,,,ak,,elmore,,acute xare hospitals,,,,scipxinfx1,,97%,102 patients,
,,,,,,,35058,housxon,,,voxuntary non-profit - church,,,pn-5c,pneumonia patients given smoking cessation advice/counseling,97%,145 patients,al_scip-vte-1
,crenshaw community hospital,,,,anchoraxe,xl,35570,,,acute xare hospitals,,yex,suxgical infection pxevention,pn-5c,pneumonia patients given the most appropriate initial antibiotic(s),,127 patients,al_pn-6
10005,cullmxn regionxl medicxl center,315xwxhickoryxst,,,,,,,2567372000,acuxe care hospixals,government - hospital xistrict or authority,yes,,scix-inf-2,pneumonia patients assessed and given influenza vaccination,,160 patients,
1xx32,cullman regional medical center,1720 university blvd,,,xzark,,35007,,2059344011,acute xare hospitals,government - hospital district or authority,xes,,,,,65 patients,
,medixal xenter enterprise,,,,boaz,,,,9072761131,,,xes,children s asthma care,,pneumoniaxpatientsxassessedxandxgivenxinfluenzaxvaccination,91%,125 patixnts,
10044,crenshaw cxmmunity hxspital,515 miranda st,,,,al,,laudxrdalx,,acute care hospitals,government - local,yes,pneumonxa,,,,140 patients,
,andalusia regional hospital,1653 temple avenue north,,,,,36854,,2565938310,,proxrietary,,hxart failurx,cac-2,,96%,402 patients,al_hf-2
,st vincents east,33700 highway 43,,,mobile,xl,,,,,,yxs,pneumonxa,pn-3b,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,8 patients,
10001,cullman regional medical center,,,,luverne,ak,,,,,,yxs,hexrt attxck,cac-3,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),,102 patients,
10019,mizell memorial hospital,2505xuxsxhighwayx431xnorth,,,anchorage,ax,,,3343762205,acute care hosxitals,proprietary,,surgical infection prevention,,,,,al_hx-2
,marshall medical center south,,,,opp,al,99508,coffee,,acute care hospitals,governmenx - hospixal disxricx or auxhorixy,xes,,cac-2,,,120 patients,
,,205 marengo street,,,,,35631,,,,xroprietary,xo,,,children who received systemic corticosteroid medication (oral and iv medication that reduces inflammation and controls symptoms) while hospitalized for asthma,87%,217 patients,al_amx-1
