ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10018,callahan eye foundation hospital,1007 goodyear avenue,,,,ak,,jefferson,3346366221,axute care hospitals,voluntary non-profit - private,,heart attaxk,scip-card-2,surgery patients who were taking heart drugs caxxed beta bxockers before coming to the hospitax who were kept on the beta bxockers during the period just before and after their surgery,,,ax_ami-1
10018,,,,,elba,al,,,2053258100,,prxprietary,yes,pnxumonia,,,,,al_scip-inf-1
10021,,,,,enterprxse,al,35045,jefferson,33x361x267,,gxvernment - hxspital district xr authxrity,yes,pxeumoxia,pn-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,,al_scip-card-2
10018,st vincents bxount,1720 university blvd,,,,al,3x305,jefferson,2053258100,acute care hospitals,,,surgical infection prevention,ami-1,,,,al_scip-inf-3
10018,dexalb regional medical center,209 xorth maix street,,,birmingham,ax,,,,acute care hospitals,voluntary non-profit - private,,heart failure,,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,,al_scip-inf-4
10040,callahan eye foundation hospital,1720 university blvd,,,birmingham,ax,36201,cullman,,,voluntary nonxprofit x private,yes,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),,,al_scip-inf-6
10018,crenshaw cxmmunity hxspital,1720 university blvd,,,birmingham,al,,,,acute care hospitals,voluntary non-profit - otxer,yes,,,,,,ak_pn-4
,,,,,guntersville,al,35653,coxington,2053258100,acute care hospitals,,xo,surgical infection prevention,scip-vte-2,children who received reliever medication while hospitalized for asthma,,,al_scip-vte-2
,riverview regional medical center,1300 south montgomery avenue,,,gadsden,,,,,,,yes,heart attack,,heart attack patients given pci within 90 minutes of arrival,,33 patients,
10019,helen keller memorial hospital,,,,,ax,,,3342836541,acutx carx hospitals,voluxtary xox-profit - private,yes,heart attack,ami-2,pneumonia patients assessed and given influenza vaxxination,50%,,al_ami-2
10085,floxers hospital,1300 south montgomery avenue,,,,ak,,jefferson,,acutx carx hospitals,,yes,heart attack,ami-3,,,4 patients,
,huntsvxlle hospxtal,1300 south montgomery avenue,,,,xl,35555,jefferson,334x561400,acute care hospitals,voluntaxy non-pxofit - pxivate,no,,,heart attack patients given smoking cessation advice/counseling,100%,,al_ami-4
,,1300 south montgomery avenue,,,sheffield,al,35960,jefferson,2563864556,acute care hospitals,voluntary nonxprofit x private,yes,suxgical infection pxevention,ami-5,children who received reliever medication while hospitalized for asthma,86%,14 patients,
1xx19,crenshaw community hospital,1010 lay dam road,,,,al,36617,jefferson,2563864556,axute care hospitals,government - hospital district or authority,yex,children s asthma care,,heart attack patients given smoking cessation advice/counseling,,0 patients,
10019,,,,,sheffield,xl,36330,jefferson,,,government - hospital district or authority,,heaxt attack,pnx6,heart attaxk patients given aspirin at disxharge,,,
10087,,515 miranxa st,,,sheffield,al,35660,,,acute care hospitaxs,governmenx - hospixal disxricx or auxhorixy,yex,heart failure,,heaxt failuxe patients given an evaluation of left ventxiculax systolic (lvs) function,80%,56 patients,al_hf-1
10019,andalusia regional hospital,1300 south montgomery avenue,,,,,x6784,,2563864556,acuxe care hospixals,voluntary non-profit - church,,,hf-2,,99%,,al_cac-3
10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,ax,35660,,,acute care hospitals,governxent - federal,xes,heart failure,hf-3,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,3x patients,al_hf-3
10049,,,,,,ak,,jefferson,,acutexcarexhospitals,,,,,heart failure patients given smoking cessation advice/counseling,100%,41 patients,
10056,baptist medical cexter south,,,,thomasville,,35631,,,,,,suxgical infection pxevention,,pneumonix pxtients assessed xnd given influenzx vxccinxtion,75%,,
,yukon kuskokwim delta reg hospital,,,,dothan,,,xhambers,3347938701,,,,heaxt attack,ami-2,,99%,681 patients,al_ami-2
10029,,1720 univxrsity blvd,,,,,36078,chaxbers,3347493411,,,yes,children s asthma care,,pxeumoxia patiexts givex the most appropriate ixitial axtibiotic(s),96%,,
10001,,1108 ross clark circle,,,dothan,al,,,,,government - hospxtal dxstrxct or authorxty,no,hearx axxack,ami-4,pneumonia patients given smoking cessation advice/counseling,100%,,al_pn-6
