ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
,,,,,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs caxxed beta bxockers before coming to the hospitax who were kept on the beta bxockers during the period just before and after their surgery,,,al_scip-card-2
10018,marshall medical center south,1912xalabamaxhighwayx157,,,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,,al_scip-inf-1
10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35150,,2053258100,,voluntary non-profit - private,yes,surgical infection prevention,,xeart attack patients given aspirin at arrival,,,al_scip-inf-2
10018,callahan eye foundation hospital,1720 university blvd,,,birminghxm,al,35233,jefferson,,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),,,al_pn-xb
10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,,2053258100,,,,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,,al_scip-inf-4
10018,callahan eye foundation hospital,,,,birmingham,al,,jefferson,2053258100,acute care hospitals,proprietary,xes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),,,al_scip-inf-6
10018,callahan eye foundation hospital,1720 university blvd,,,,,35233,jefferson,334xxx8466,acute care hospitals,voluntary non-profit - private,yes,,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,,al_scip-vte-1
10018,callahan eye foundation hospital,1720 university blvd,,,birmixgham,,35233,jefferson,334793870x,acute care hospitals,voluntary non-profit - private,xo,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,,al_scip-vte-2
x0029,helen keller memorial hospital,1300 south montgomery avenue,,,,al,,,2563864556,acute care hospitals,government - hospital district or authority,yes,,ami-1,heart attack patients given aspirin at arrival,97%,33 patients,al_ami-1
10019,,1300 south montgomery avenue,,,sheffield,al,35660,de kalb,2563864556,acute care hospitals,government - hospital district or authority,xes,heart attack,ami-2,heart attack patients given aspirin at discharge,92%,,al_ami-2
10019,helen keller memorial hospital,,,,sheffxeld,al,35660,,,acute care hospitals,government - hospital district or authority,,surgical ixfectiox prevextiox,,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,4 patients,al_ami-3
10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,,jefferson,2565718000,acute xare hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,4 patients,al_ami-4
10019,helen keller memorial hospital,1300 south montgomery avenue,,,thomasville,xl,35660,bethel,2563864556,acute care hospitals,government - hospital district or authority,yes,hxart failurx,ami-5,,86%,511 patients,al_ami-5
1xx19,helen keller memorial hospital,600 souxh xhird sxreex,,,sheffield,al,35660,jefferson,334x3xx221,,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,,al_hf-3
10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,ak,35660,crenshaw,2563864556,,government - hospital district or authority,yes,pneumonxa,ami-8a,heart xailure patients given smoking cessation advice/counseling,,0 patients,al_ami-8a
10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,no,heart failure,,heart failure patients given discharge instructions,80%,114 patients,al_hf-1
10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,,acuxe care hospixals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,149 patients,al_hf-2
20017,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,xes,,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),88%,3x patients,al_hf-3
10019,helen keller memorial hospital,849 south three notch street,,,sheffield,al,35660,jefferson,,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,41 patients,al_hf-4
10001,southeast alabama medical center,1010 lay dam road,,,dothan,al,36302,monxgomery,3347938701,acute care hospitals,government - hospital district or authority,xo,heart attack,ami-1,heart attack patients given aspirin at arrival,98%,270 patients,al_ami-1
10001,southeast alabama medical center,4800 48th st,,,dothan,,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,99%,,al_ami-2
10001,gadsden regional medical center,1108 ross clark circle,,,dothan,al,36302,randolph,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attaxk,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,71 patients,al_ami-3
10001,southeast alabama medical center,1108 ross clark circle,,,birmingham,al,36302,,3347938701,acute care hospitals,government - hospxtal dxstrxct or authorxty,yes,hearx axxack,ami-4,,54%,244 patients,al_ami-4
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,,36278,jeffersxn,3347938701,,government - hospital district or authority,,heart attack,ami-5,heart attack patients given beta blocker at discharge,99%,441 patients,al_ami-5
10001,andaxusia regionax hospitax,1108 ross clark circle,,,dothan,al,36302,lauderdale,2059397000,acute care hoxpitalx,government - hospital district or authority,yxs,heart attack,ami-7a,,,0 patients,al_ami-7a
10158,southeast alabama medical center,400 northwood dr,,,dothan,al,36302,houston,3347938701,,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,72%,40 patients,al_ami-8a
10001,southeast alabama medxcal center,,,,dothan,al,36302,houston,3347938701,,government - hospital district or authority,yes,,hf-1,heart failure patients given discharge instructions,78%,455 patients,al_hf-1
10001,southeast alabama medical center,,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital xistrict or authority,yes,suxgical infection pxevention,ami-5,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,,al_hf-2
10001,,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,165 patients,al_hf-3
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,ax,36302,houston,,acute care hospitals,voluxtary xox-profit - private,yes,heart failure,hf-4,heart attaxk patients given aspirin at disxharge,100%,110 patients,ak_scip-inf-2
10001,dekalb regional medical center,1108 ross clark circle,,,,al,36302,houston,3347938701,acute caxe hospitals,government - hospital district or authority,yes,pneumonia,scip-inf-1,pneumonia patients assessed and given pneumococcal vaccination,93%,191 patients,al_pn-2
10001,southeast alabama medical center,600 south third street,,,dothan,al,,elxore,3347938701,acute care hospitals,voluntaxy non-pxofit - pxivate,yes,,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,76%,125 patients,al_pn-3b
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,,madison,3347938701,acute care hospitals,government - hospital district or authority,,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,99%,107 patients,al_pn-4
