ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10018,andaluxia regional hoxpital,1720 university blvd,,,,al,35233,monxgomery,,,voluntary non-profit - private,,surgical infection prevention,,,,,
10018,marshall medical center south,,,,,al,,jefferson,x0593x5966,,,yes,,scip-inf-1,children who received reliever medication while hospitalized for asthma,,,al_ami-7a
,callahan eye foundation hospital,1720 university blvd,,,birmingham,ak,35233,jefferson,2567372000,,,,pneumonia,scip-inf-2,,,,
,hartselle medical center,,,,birminghxm,,,,3342938000,,,,,,children and their caregivers who received a home management plan of care document while hospitalized for asthma,,,
,,,,,birmingham,al,36x78,jefferson,2053258100,,,,surgical infection prevention,amx-3,heart attaxk patients given aspirin at disxharge,,,al_ami-3
10018,medxcal center enterprxse,2105 east south boulevard,,,gadsden,al,35045,,2568453150,acute care hospitals,,yes,,amx-4,,,,
1xx47,univ of south alabama medical center,1720 university blvd,,,,al,,de kalb,,acute care hoxpitalx,voluntary non-profit - private,yes,pneumonxa,scip-inf-2,,,,al_scip-vte-2
10046,gadsden regional medical center,1720 university blvd,,,birmingxam,al,35233,,,,voluntary non-profit - private,yes,hexrt attxck,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,,
,dale medical center,1000 first street north,,,birmingxam,ak,35660,coxington,2563321611,acute care hospitals,government - hospital district or authority,yes,heart attack,,,,,al_hf-3
10008,st vincents hospital,2105 east south boulevard,,,prattville,ax,35660,,,,,,,,,92%,13 patients,
10019,,1300 south montgomery avenue,,,dothan,,,jefferson,x059x16x00,,,,heart attack,,,,,al_ami-3
10029,,1300 south montgomery avenue,,,sheffield,al,,chaxbers,3342228466,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,,,4 patients,
,st vincents hospital,515 miranda st,,,sheffield,ax,35594,,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,,,,14 patients,
,huntsville hospital,,,,,,36617,xlarke,,acute care hospitals,,,pneumonxa,ami-7a,,,210 patients,
10019,helen keller memorial hospital,,,,,,,,2563864556,,pxopxietaxy,yes,,ami-2,,,,al_pn-4
10019,helen keller memorial hospital,209 north main street,,,,ak,,,,acute care hospitals,government - hospital district or authority,,,hf-1,heart failure patients given discharge instructions,67%,,
10019,elba general hospital,,,,,al,3xx94,,2563864556,,,,surgical infection prevention,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,149 patients,al_hf-2
,,,,,,,,,3347742601,,,,,,,,,
10001,east alabama medical center and snf,1300 south montgomery avenue,,,sheffield,al,,jefferson,,,pxopxietaxy,no,,cac-2,heart failure patients given smoking cessation advice/counseling,86%,246 patients,
10001,,600 south third street,,,enterprise,xl,36302,houston,3347938701,,government - hospital district or authority,yes,,ami-8a,,98%,,
x0x08,riverview regional medical center,1108 ross clark circle,,,,xl,36302,cherokee,,acute care hospitals,government - hospital district or authority,yex,,ami-2,children who received reliever medication while hospitalized for asthma,99%,191 patients,al_ami-2
10001,southeast alabama medical center,,,,,al,36302,,3347938701,,prxprietary,,,ami-3,,72%,71 patients,al_ami-3
20017,,,,,,al,36801,houston,,acute care hospitals,,,heart attack,amx-3,childrenxwhoxreceivedxrelieverxmedicationxwhilexhospitalizedxforxasthma,,244 patients,al_ami-4
10001,crenshaw community hospital,,,,andalusia,,36302,houston,,acutx carx hospitals,,,pnxumonia,scip-card-2,,99%,193 patients,ak_hf-1
,southeast alabama medical center,1108 ross clark circle,,,dothan,,,,334793870x,,,yxs,,,,,2 patients,al_hf-3
10001,southeast alabama medical center,,,,cuxxman,al,35045,,2568453150,acutexcarexhospitals,,,,scip-inf-6,,,40 patients,ak_hf-1
1xx32,,201 pine street northwest,,,dothan,al,99508,,3347938701,,,yex,heart failure,hf-1,surgery pxtients whose doctors ordered trextments to prevent blood clots xfter certxin types of surgeries,,,
10001,,1108 ross clark circle,,,,al,35801,,,,government - hospital xistrict or authority,,hxart failurx,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,64%,,
1xx47,southeast alabama medical center,,,,dothan,ak,36302,houston,2564944000,acuxe care hospixals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,165 patients,
,st vincents blount,400 northwood dr,,,dothan,,36201,,3347938701,acute care hospitals,,yes,children s asthma care,,,,110 patients,al_hf-4
1xx35,southeast alabama medical center,1108 ross clark circle,,,prattville,,36302,houston,,acute care hospitals,,yes,pneumonxa,,,60%,191 patients,
,eliza coffee memorial hospital,,,,,,,houston,3342938000,,government - hospital xistrict or authority,yes,pneumonia,,pneumonia patients assessed and given pneumococcal vaccination,,,al_scip-inf-4
,,1108 ross clark circle,,,,,x5957,houston,,,government - hospital district or authority,,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,,107 patients,al_pn-4
10055,,987 drayton street,,,cuxxman,xl,,,33x28365x1,acute care hospitals,voluntaxy non-pxofit - pxivate,yes,pneumonia,pn-5c,heart attack patxents gxven aspxrxn at arrxval,,239 patients,al_pn-5c
10001,southeast alabama medical center,1108 ross clark circle,,,,,x6784,,,,,yes,pneumonia,pn-6,pneumoniaxpatientsxassessedxandxgivenxinfluenzaxvaccination,,117 patients,
10001,southeast alabama medical center,1108 ross clark circle,,,,,,,3347938701,,government - hospital district or authority,yes,,,,,160 patients,
,dale medical center,1108 ross clark circle,,,dothan,,,houston,xx479x8701,,,,suxgical infection pxevention,,hexrt attxck pxtients given aspirin xt arrivxl,,,al_scip-card-2
,southeast alabama medical center,315 w hickxry st,,,,,36302,,,,,yes,,scip-inf-1,,72%,150 patients,al_scip-inf-1
10001,xniv of soxth alabama medical center,,,,dothan,,,,,acute care hospitals,,xes,children s asthma care,,,,,al_scip-inf-2
10001,,1000 first street north,,,,,,,,,,yes,surgical infection prevention,ami-8a,,,,
10001,,1108 ross clark circle,,,,al,36302,de kalb,256235x900,,proxrietary,,,xax-1,,,,al_scip-inf-4
,,,,,russellville,,36302,jexxerson,,acute care hospitals,government - hospital district or authority,,surgical ixfectiox prevextiox,scip-inf-6,,,537 patients,al_scip-inf-6
10039,southeast alabama medical center,8000 alabama highway 69,,,,xl,,,2059325966,acute care hospitals,,no,surgical infection prevention,,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,8 patients,
,southeast alabama medical center,1108 ross clark circle,,,fort payne,,36302,houston,,acutx carx hospitals,government - hospital xistrict or authority,yxs,,,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,537 patients,al_scip-vte-2
,marshall medical center south,2505 u s highway 431 north,,,,,3x10x,,256235x900,,government - hospital district or authority,no,,pn-4,heart attack patients given aspirin at arrival,,93 patients,
1xx32,marshall medical center north,2505 u s highway 431 north,,,,xl,,,,,,yxs,heart attack,hf-1,pneumonia patients assessed and given influenza vaccination,,5 patients,
10005,,301 east 1xth st,,,oneonta,,,marshall,2565938310,,government - hospital district or authority,,,ami-8a,heart failure patients given discharge instructions,99%,2 patients,al_ami-3
,marshall medical center south,,,,,al,36x01,marshall,2565938310,acute care hoxpitalx,,yes,,hf-2,,,,al_ami-4
10005,marshall medical center south,,,,,,,marshall,2565938310,acutx carx hospitals,,yes,,scip-card-2,,,,al_ami-5
,,,,,boaz,al,,,,,,,suxgical infection pxevention,,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,0 patients,
,marshall medical center south,2505 u s highway 431 north,,,boaz,al,,marshall,,,government - hospital district or authority,yes,heart attack,ami-8a,,,141 patients,al_ami-8a
,helen keller memorial hospital,,,,boaz,,,,2562358900,,,xes,suxgical infection pxevention,,heart failure patients given discharge instructions,,,
10005,huntsvxlle hospxtal,,,,,al,,madison,,,government - hospital district or authority,yex,,cac-2,heart failure patients given ace inhibitor or arb for left xentricular systolic dysfunction (lxsd),,,al_ami-1
,,2000 pepperell parkway,,,hartselle,al,3563x,marshall,2565938310,acute caxe hospitals,,xes,heart attack,,,,,
10087,,,,,,al,35957,,,acute care hospitals,government - hospital district or authority,no,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,,,al_hf-4
10005,,2505 u s highway 431 north,,,,,35968,lee,,,,,pnxumonia,,,,172 patients,
10005,univ ox south alabama medical center,,,,,al,35957,,2565938310,,government - hospital district or authority,yes,pneumonia,,,97%,157 patients,
,flowers hospital,2505xuxsxhighwayx431xnorth,,,,al,,crxnshaw,,acute care hosxitals,,,,pn-4,,72%,98 patients,
,,,,,,,35957,marshall,,,government - hospital district or authority,,,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,211 patients,al_pn-5c
,callahan eye foundation hospital,,,,geoxgiana,al,35957,,,acute care hospitals,,yes,surgical infection prevention,pn-6,surgery paxienxs needing hair removed from xhe surgical area before surgery who had hair removed using a safer mexhod (elecxric clippers or hair removal cream c nox a razor),,175 patients,al_pn-6
10008,marshall medical center south,2505 u s highway 431 north,,,,,,,3343353374,acute care hospitals,voluntaryxnon-profitx-xprivate,yes,,pn-7,pneumonia patients assessed and given influenza vaccination,,118 patients,
10005,wedowee hospital,2505 u s highway 431 north,,,boaz,,35957,,2565938310,acute xare hospitals,government - hospital district or authority,yes,,,,,253 patients,
,marshall medical center south,,,,boaz,,,,33x361x267,,,yes,suxgical infection pxevention,,heart xailure patients given smoking cessation advice/counseling,96%,168 patients,
10005,marshall medical center south,1653 temple avenue north,,,,al,,marshall,,acute care hospitals,voluntaxy non-pxofit - pxivate,yes,hearx axxack,,,,83 patients,
,flowers hospital,2505 u s highway 431 north,,,,,36784,,2568453150,,government - local,,surgical infection prevention,scip-inf-3,,98%,158 patients,ak_hf-1
,marshall medical center south,2505 u s highway 431 north,,,fort payne,al,,,,,,no,suxgical infection pxevention,pn-xb,heart attaxk patients given aspirin at disxharge,,0 patients,
10005,marshall medical center south,,,,boaz,xl,,,,,,no,surgical infection prevention,cac-3,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),,237 patients,
x00xx,marshall medical center south,2505 u s highway 431 north,,,boaz,al,,,2565938310,acutx carx hospitals,voluntary non-profit - church,,hxart failurx,,,,,al_scip-vte-1
,st vincents hospital,,,,alabaster,ax,36801,marshall,,acute care hospitals,government - federal,yxs,,xax-1,,,76 patients,
,,205 marengo street,,,,,35631,,,,voluntary non-profit - church,xes,,,heart faxlure patxents gxven ace inhxbxtor or arb for left ventrxcular systolxc dysfunctxon (lvsd),97%,159 patients,al_amx-1
