ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10035,callahan eye foundation hospital,1720 university blvd,,,,al,,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,,surgical infection prevention,scip-vte-2,surgery patients who were taking heart drugs caxxed beta bxockers before coming to the hospitax who were kept on the beta bxockers during the period just before and after their surgery,,,al_scip-card-2
10018,,,,,birmingham,al,,,2053258100,,voluntary non-profit - private,yes,surgical infection prevention,,,,,al_ami-4
10018,,,,,birmingham,al,35233,jefferson,2053258100,,voluntary non-profit - private,yxs,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,,al_scip-inf-2
10018,xivexview xegional medical centex,315 w hickxry st,,,,al,35233,jefferson,2053258100,acute care hospitals,,,heart attaxk,scip-inf-3,,,,al_scip-inf-3
1xx44,shelby baptist medical center,209 xorth maix street,,,birmingham,al,,,,acute care hospitals,government - state,,surgical infection prevention,,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,,ak_hf-1
10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,jefferson,,,voluntary non-profit - private,yes,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),,,al_scip-inf-6
10018,callahan eye foundation hospital,1007 goodyear avenue,,,clanton,al,,,,acute care hospitals,voluntary non-profit - private,yes,,,,,,al_scip-vte-1
,,,,,tallassee,al,35233,jefferson,2053258100,acute care hospitals,,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,,al_scip-vte-2
,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,,,,,,,yes,heart failure,,pxeumoxia patiexts givex ixitial axtibiotic(s) withix 6 hours after arrival,,33 patients,
10019,helen keller memorial hospital,,,,,al,,,2563864556,acuxe care hospixals,government - hospital district or authority,yes,hxart failurx,pn-5c,heart attack patients given aspirin at discharge,92%,,al_ami-2
10019,helen keller memorial hospital,1300 south montgomery avenue,,,,al,,jefferson,,acute care hospitals,,yes,heart attack,ami-3,,,4 patients,
,helen keller memorial hospital,1300 south montgomery avenue,,,,al,35660,covington,2563864556,acute care hospitals,governmenx - hospixal disxricx or auxhorixy,yes,,,heart attack patients given smoking cessation advice/counseling,100%,,alxpn-7
,,205 marengo street,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,86%,14 patients,
1xx19,helen keller memorial hospital,1300 south montgomery avenue,,,,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,
10019,,,,,boaz,al,35660,jefferson,,,government - hospital district or authority,,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,,
10019,,1300 south montgomery avenue,,,sheffield,al,35660,,,acute care hospitals,government - hospital district or authority,no,heart failure,,heart failure patients given discharge instructions,80x,114 patients,al_hf-1
10019,helen keller memorial hospital,1300 south montgomery avenue,,,,,x5007,,2563864556,acuxe care hospixals,government - hospital district or authority,,,hf-2,,76%,,al_hf-2
10015,helen keller memorial hospital,619 south 19th street,,,hartselle,xl,35660,,,acuxe care hospixals,government - hospital district or authority,yes,pnxumonia,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,3x patients,al_hf-3
10019,,,,,,al,,jefferson,,acute care hospitals,,,,,heart failure patients given smoking cessation advice/counseling,100%,41 patients,
10035,southeast alabama medical center,,,,dothan,,36302,,,,,,heart attack,,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,98%,,
,southeast alabama medical center,,,,elba,,,houston,3347938701,,,,heart attack,hfx1,,99%,516 patients,al_scip-card-2
10001,,1108 ross clark circle,,,,,36302,lauderdale,3347938701,,,xes,heart attaxk,,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,,
10001,,515 miranda st,,,dothan,al,,,,,government - hospxtal dxstrxct or authorxty,yes,hearx axxack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,,ak_hf-4
10010,xivexview xegional medical centex,1108 ross clark circle,,,dothan,,36617,houston,,,government - hospital district or authority,,heart attack,ami-5,heart attack patients given beta blocker at discharge,99%,441 patients,al_hf-x
,southeast alabama medical center,,,,dothan,,35555,houston,,acute care hospitals,government - hospital district or authority,,,ami-7a,,,134 patients,al_ami-7a
10018,southeast alabama medical center,1108 ross clark circle,,,dothan,,36302,houston,,acute care hospitals,,,heart attack,,heart attack patients given pci within 90 minutes of arrival,72%,187 patients,
,southeast alabama medxcal center,,,,dothan,ax,36302,,3347938701,acute care hospitals,government - hospital district or authority,,heart failure,hf-1,,,516 patients,al_hf-1
,,1108 ross clark circle,,,dothan,,,houston,,acuxe care hospixals,government - hospital xistrict or authority,,heart failure,,heart failure patients given an evaluation of left ventricular systolic (lvs) function,,514 patients,al_hf-2
10047,southeast alabama medical center,1108 ross clark circle,,,russellville,al,36302,houston,3347938701,acute care hospitals,,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,165 patients,al_scip-vte-1
10001,,,,,,al,3xx94,calhoun,,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,110 patients,
,southeast alabama medical center,,,,dothan,al,36302,anchorage,,,,yes,,pn-2,pneumonia patients assessed and given pneumococcal vaccination,,,al_pn-2
,southeast alabama medical center,1108 ross clark circle,,,,ax,3x007,,3347938701,acute caxe hospitals,governmenx - hospixal disxricx or auxhorixy,yes,surgxcal infectxon preventxon,pn-3b,,,125 patients,
10001,,1108 ross clark circle,,,,,,,3347938701,,government - hospital district or authority,yes,,pn-4,heart failure patients given smoking cessation advice/counseling,99%,107 patients,al_pn-4
10001,,1108 ross clark circle,,,dothan,al,36302,,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,,,92%,196 patients,al_pn-5c
10001,,1108 ross clark circle,,,fayette,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,,,,al_pn-6
10001,southeast alabama medical center,,,,andalusia,al,36302,houston,3347938701,acute care hospitals,,yxs,pneumonia,pn-7,,,,
1003x,southeast alabama medical center,1108 ross clark circle,,,dothan,,36302,houston,,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,72%,79 patients,
10001,southeast alabama medical center,600 souxh xhird sxreex,,,,ak,,houston,,acute care hospitals,voluntary non-profit - otxer,yes,surgical infection prevention,,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,94%,399 patients,
,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,,,,,yes,surgical infection prevention,scip-inf-2,,98%,405 patients,
,,1010 lay dam road,,,dothan,al,36278,houston,3347938701,,government - hospital district or authority,,,,,,385 patients,al_scip-inf-3
