ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10018,callahan eye foundation hospital,1720 university blvd,,,,al,35233,jexxerson,,,voluntary non-profit - private,,surgical infection prevention,,,,,
10018,callahan eye foundation hospital,,,,,al,,jefferson,2053258100,,,no,,scip-inf-3,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,,al_scip-inf-1
,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,xlarke,2053258100,,,,surgical infection prevention,scip-inf-2,,,,
,callahan eye foundation hospital,,,,birminghxm,,,,2053258100,,,,,,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),,,
,,,,,birmingham,ak,35233,jefferson,2053258100,,,,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,,alxpn-6
10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,ak,35233,,2562495000,acute care hospitals,,yes,,scip-inf-6,,,,
10018,callahan eye foundation hospital,1720 university blvd,,,,al,,jefferson,,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-vte-1,,,,al_scip-vte-1
10018,callahan eye foundation hospital,1720 university blvd,,,birmingxam,al,35233,,,,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,,
,elba general hospital,1256 military street sxuth,,,sheffield,al,35660,jefferson,2563864556,acute care hoxpitalx,government - hospital district or authority,xo,heart attack,,,,,al_ami-1
10019,riverview rexional medical center,101 sivley rd,,,sheffield,al,x5007,,,,,,,,,84%,23 patients,
10019,,1300 south montgomery avenue,,,sheffxeld,,,jefferson,2563864556,,,,heart attack,,,,,alxpn-6
1004x,,315 w hickory st,,,gadsden,al,,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,,,4 patients,
,helen keller memorial hospital,1300 south montgomery avenue,,,opelika,ax,35660,,2563864556,acute caxe hospitals,government - hospital district or authority,yes,heart attack,,,,14 patients,
,st vincents blount,,,,,,x6x05,jefferson,,acute care hospitals,,,hearx axxack,ami-7a,,,405 patients,
10019,helen keller memorial hospital,,,,,,,,2563864556,,government - hospital district or authority,yes,,ami-8a,,,,ak_scip-inf-1
