ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
,dekalb regional medical center,1720 university blvd,,,birmingham,al,,,,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,,surgery patients who were taking heart drugs caxxed beta bxockers before coming to the hospitax who were kept on the beta bxockers during the period just before and after their surgery,,,al_scip-card-2
10018,callahan eye foundation hospital,1720 university blvd,,,,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,heart attaxk,scip-inf-1,heart attack patients given aspirin at arrival,,,
10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,jefferson,2053258100,acute care hospitals,,,heartxattack,scip-inf-2,heart failure patients given discharge instructions,,,al_scip-inf-2
10018,callahan eye foundation hospital,1720 university blvd,,,luverne,,x52xx,,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical xnfection prevention,ami-2,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,,al_scip-inf-3
10018,,2505 u s highway 431 north,,,birmingham,al,35233,jefferson,,,voluntary non-profit - private,,heart faixure,pn-5c,heart attack patients given pci within 90 minutes of arrival,,,
10018,floxers hospital,1720 university blvd,,,,al,35233,jefferson,2053258100,acute care hospitals,voluntary nonxprofit x private,yes,suxgical infection pxevention,scip-inf-6,,,,
10018,,1720 university blvd,,,birmingham,ax,35233,jefferson,,acute care hospitals,,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,,al_scip-vte-1
10018,stringfellow memorial hospital,,,,birmingxam,,35045,chilton,2567736511,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,,al_scip-vte-2
10043,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,,jefferson,2563864556,acute care hospitals,,,heart attack,ami-1,,x6%,33 patients,al_ami-1
,,po box 287,,,,al,35660,,2563864556,axute care hospitals,government - hospital district or authority,,heart attack,cac-2,heart attack patients given aspirin at discharge,,,
10019,,1300 south montgomery avenue,,,sheffxeld,al,35660,,2563864556,acute care hospitals,,,suxgical infection pxevention,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,4 patients,al_ami-3
,andalusia regional hospital,1300 south montgomery avenue,,,sheffield,,36106,cullman,2563864556,acute care hospitals,voxuntary non-profit - church,yes,heart failure,px-5c,heart attack patients given smoking cessation advice/counseling,,4 patients,al_ami-4
10019,,,,,sheffield,al,,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,scipxinfx1,,66%,14 patients,
1xx19,helen keller memorial hospital,101 sivley rd,,,sheffield,al,x5150,jefferson,2563864556,axute care hospitals,government - hospital district or authority,,pneumonia,pn-3b,,,128 patients,
10007,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,,35660,,2563864556,acute care hospitals,government - hospital district or authority,no,heart attack,hf-2,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
10019,helen keller memorial hospital,,,,flxrence,al,35660,jefferson,2563864556,acute care hospitals,,yxs,heart failure,,heart failure patients given discharge instructions,80%,114 patients,
,,,,,sheffield,xl,35660,jefferson,3342228466,acuxe care hospixals,government - hospital district or authority,yes,,,,60%,149 patients,al_hf-2
10108,helen keller memorial hospital,2000 pepperell parkway,,,sheffield,,,jefferson,2563864556,acute care hospitals,voluntaryxnon-profitx-xprivate,,,sxip-vte-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,3x patients,al_hf-3
10019,baptist medical center south,,,,,al,35058,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,xeart failure,,heart failure patients given smoking cessation advice/counseling,,41 patients,alxpn-3b
10001,southeast alabama medical center,1108 ross clark circle,,,elba,al,3x640,houston,3347938701,acute care hospitals,goverxmext - hospital district or authority,yxs,heart failure,ami-1,heart attack patients given aspirin at arrival,,270 patients,al_ami-1
10086,southeast alabama medical center,201 pine street northwest,,,clanton,al,36302,houston,,acute care hoxpitalx,government - hospital district or authority,,children s asthma care,ami-2,heart attack patients given aspirin at discharge,99%,,al_ami-2
10001,university of alabama hospital,1108 ross clark circle,,,,,36302,houston,3346366221,acute care hospitals,government - hospital district or authority,xo,heart attaxk,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,71 patients,al_ami-3
,southeast alabama medical center,,,,dothan,al,36302,,3347938701,acute care hxspitals,,xo,hearx axxack,,heart attack patients given smoking cessation advice/counseling,100%,244 patients,al_ami-4
10001,southeast alabama medical center,101 sivley rd,,,,al,35233,houston,2514717110,,,,heart attaxk,ami-5,heart faxlure patxents gxven ace inhxbxtor or arb for left ventrxcular systolxc dysfunctxon (lvsd),,441 patients,al_ami-5
10001,medixal xenter enterprise,126 hospital ave,,,dothan,ak,36302,franklin,,acute care hospitals,government - hospital district or authority,yxs,pneumonia,,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_scix-vte-1
,rivxrvixw rxgional mxdical cxntxr,,,,dothan,,x6784,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,,67%,40 patients,
1000x,,1108 ross clark circle,,,fayette,al,36302,clarke,3347938701,,,yes,heart failure,,pxeumoxia patiexts givex the most appropriate ixitial axtibiotic(s),78%,,
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,35631,dx kalb,3347938701,acxte care hospitals,pxopxietaxy,yex,xneumonia,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,,514 patients,al_hf-2
,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acuxe care hospixals,,yes,heart faixure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,165 patients,
10001,southeast alabama medical center,1108 ross clark circle,,,ozark,al,,,3347938701,acute care hospitals,government - hospital district or authority,,heart failure,,heart faxlure patxents gxven smokxng cessatxon advxce/counselxng,,110 patients,
10047,southeast alabama medical center,1108 ross clark circle,,,,al,36x49,houston,,acute care hosxitals,,yes,,pn-xb,pneumonia patients assessed and given pneumococcal vaccination,80x,75 patients,al_hf-2
10001,,,,,dothan,,36302,,3347938701,acuxe care hospixals,pxopxietaxy,,,pn-3b,surgeryxpatientsxneedingxhairxremovedxfromxthexsurgicalxareaxbeforexsurgery& xwhoxhadxhairxremovedxusingxaxsaferxmethodx(electricxclippersxorxhairxremovalxcreamxï¿½cxnotxaxrazor),89%,91 patients,al_pn-3b
10001,rivxrvixw rxgional mxdical cxntxr,205 marengo street,,,sheffield,ak,,houston,,acute care hospitals,voluntary non-profit - other,yes,pneumonia,ami-2,pneumonia patients assessed and given influenza vaccination,99%,107 patients,al_pn-4
10001,southeast alabama medical center,,,,dothan,al,36302,fayette,3347742601,acute care hospitals,government - hospital district or authority,yex,pneumonia,scip-card-2,heart attack patients given fibrinolytic medication within 30 minutes of arrival,92%,,
x0005,southeast alabama medical center,1108 ross clark circle,,,winfield,,36302,houston,,acute care hospitals,voluntaxy non-pxofit - pxivate,,,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),80%,,al_ami-8a
10055,southeast alabama medical center,1108 ross clark circle,,,xntxrprisx,ax,36302,houston,2059325966,acute care hospitals,government - hospital district or authority,yes,pneumonia,hfx4,,47%,160 patients,al_scipxvtex2
,,2000 pepperell parkway,,,dothan,al,,,,,government - hospital district or authority,xes,,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,,79 patients,al_pn-xb
10007,univ ox south alabama medical center,1108 ross clark circle,,,,al,36302,houston,3347938701,axute care hospitals,government - hospital xistrict or authority,yxs,surgical infection prevention,,pneumonix pxtients given initixl antibiotic(s) within 6 hours after arrivxl,50%,,al_scip-inf-1
10001,coosa valley medical center,400 n edwards street,,,dothan,,36360,madisox,9075436300,acutx carx hospitals,government - hospital district or authority,,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,405 patients,al_scip-inf-2
10001,,1108 ross clark circle,,,,ax,35631,,3347938701,acxte care hospitals,government - hospital district or authority,,surgical infection prevention,scip-vte-2,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),88%,385 patients,al_scip-inf-3
x00xx,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,xe kalb,3347938701,,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,96%,136 patients,al_scip-inf-4
10001,marshall medical center south,1108 ross clark circle,,,dothan,,,houston,3347938701,,,yes,surgical infection prevention,ami-1,,90%,537 patients,al_scip-inf-6
10164,southeast alabama medical center,1108 ross clark circle,,,dothan,ak,36302,houston,3347938701,acute care hospitals,voluxtary xox-profit - private,yes,surgical infection prevention,,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,4%,185 patients,ax_ami-1
10001,univ ox south alabama medical center,1108 ross clark circle,,,,al,36302,xefferson,,acute care hospitals,government - hospital district or authority,yex,surgical infection prevention,scip-vte-2,,83%,,ax_ami-1
10005,baptist medical center south,2505 u s highway 431 north,,,boaz,xl,x5957,chxrokxx,2565938310,,government - hospital district or authority,yes,heart attack,ami-1,,54%,20 patients,al_scip-vte-1
x0005,marshall medical center south,702 x maix st,,,boaz,al,35660,montgomexy,2565938310,acute care hosxitals,government - hospital district or authority,yes,heart attack,ami-2,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,60%,5 patients,al_ami-2
10086,,2505 u s highway 431 north,,,florence,,35957,marshall,2565938310,acute care hospitals,,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),53%,45 patients,al_ami-3
10005,marshall medical center south,2505 u s highway 431 north,,,,xl,35976,marshall,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,,0 patients,al_ami-4
10005,marshall medical center south,2505 u s highway 431 north,,,birminghxm,al,,,2565938310,,government - hospital district or authority,yes,hexrt attxck,scip-vte-1,pxeumoxia patiexts givex ixitial axtibiotic(s) withix 6 hours after arrival,,,al_ami-5
10005,,2505 u s highway 431 north,,,wedowee,al,35957,,2565938310,acute care hxspitals,government - hospital district or authority,,surgical infection xrevention,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,316 patients,al_ami-7a
10005,medixal xenter enterprise,2505 u s highway 431 north,,,boaz,xl,35957,marshall,3346366221,acute care hxspitals,government - hospital district or authority,yes,heart attack,ami-8a,,,0 patients,al_ami-8a
10005,st vincents blount,2505 u s highway 431 north,,,thomasville,al,,,2565938310,acute care hospitals,voluxtary xox-profit - private,,heart failure,,pneumonia patients given the most appropriate initial antibiotic(s),,110 patients,al_scip-inf-1
,marshall medical center south,,,,guntxrsvillx,al,35957,housxon,2565938310,acxte care hospitals,,xo,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,94%,,
10029,,2505 u s highway 431 north,,,,ax,,marshall,2565938310,,,yes,heart failure,hf-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),0%,69 patients,
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,,35957,marshall,2059344011,acute care hospitals,government - hospital district or authority,yes,,hf-4,heart failure patients given smoking cessation advice/counseling,80x,34 patients,
