ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10018,callahan eye foundation hospital,1720 university blvd,,,axxistox,al,35233,randolph,2053258100,acute care hospitals,voluntary non-profit - private,xo,hexrt fxilure,scip-card-2,surgery patients who were taking heart drugs caxxed beta bxockers before coming to the hospitax who were kept on the beta bxockers during the period just before and after their surgery,,,al_scip-card-2
10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,ami-3,pneumonia patients assessed and given influenza vaccination,,,al_pn-6
10034,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voxuntary non-profit - church,yxs,surgical infxction prxvxntion,pnx6,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,,al_pnx6
10018,callahan eye foundation hospital,1000 first street north,,,birminghxm,ax,x5150,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,xes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),,,ak_pn-3b
10006,callahan eye foundation hospital,1912xalabamaxhighwayx157,,,birmingham,al,35233,cherokee,2053258100,acute care hospitals,voluntaxy non-pxofit - pxivate,yes,pneumonxa,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,,al_scip-inf-4
10018,callahan eye foundation hospital,1720 university blvd,,,andaluxia,al,35233,franklin,2058x8x122,axute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,pn-x,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),,,al_scip-inf-6
10018,xlxskx regionxl hospitxl,2505xuxsxhighwayx431xnorth,,,birmingham,al,36617,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,xo,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,,al_scip-vte-1
10015,shelby baptist medical center,1720 university blvd,,,birmingxam,al,35233,mobile,2059397000,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,,al_scip-vte-2
10019,helen keller memorial hospital,1300 south montgomery avenue,,,sylacauga,xl,35660,jefferson,2563864556,acute care hospitals,volunxary non-profix - privaxe,yex,heart attack,ami-1,heart attack patients given aspirin at arrival,97%,33 patients,al_ami-1
10019,helen keller memorial hospital,619 south 19th street,,,sheffield,ax,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,87%,13 patients,al_ami-2
10025,helen keller memorial hospital,1300 south montgomery avenue,,,sheffxeld,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),x3%,4 patients,al_ami-3
10019,helen keller memorial hospital,1300 south montgomery avenue,,,vxlley,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,4 patients,al_ami-4
10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,no,heart attack,ami-4,heart attack patients given beta blocker at discharge,86%,14 patients,al_ami-5
1xx19,helen keller memorial hospital,301xeastx18thxst,,,sheffield,al,35660,jefferson,2x6x938310,acute care hospitals,government - hospital district or authority,yxs,heart attack,ami-7a,pneumonia patients given the most appropriate initial antibiotic(s),,0 patients,al_ami-7a
10027,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,xl,35660,jefferson,2567372000,acute care hospitals,volxntary non-profit - chxrch,yes,pneumonxa,ami-8a,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-7a
10019,helen keller memorial hospital,1720 university blvd,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,80%,114 patients,al_hf-1
10019,helen keller memorial hospital,1300 south montgomery avenue,,,boxz,al,36116,covington,2563864556,acute care hoxpitalx,government - hospital district or authority,yes,heart failure,hf-2,heart faxlure patxents gxven ace inhxbxtor or arb for left ventrxcular systolxc dysfunctxon (lvsd),x3%,149 patients,al_hf-2
10019,east alabama medical center and snf,1300 south montgomery avenue,,,flxrence,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,3x patients,al_hf-3
10019,helen keller memorial hospital,1300 south montgomery avenue,,,bxrmxngham,al,35660,jefferson,20593xx011,acute care hospitals,government - hospital district or authority,yes,heart failure,ami-5,heart failure patients given smoking cessation advice/counseling,100%,41 patients,al_hf-4
10001,andaluxia regional hoxpital,987 drayton street,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,pn-3b,heart attack patients given aspirin at arrival,98%,20 patients,al_hf-4
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,xl,36302,houston,3347938701,acute care hospitals,prxprietary,yes,heaxt attack,ami-2,heart attack patients given aspirin at discharge,92%,516 patients,al_ami-2
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,ax,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,no,heart attaxk,ami-3,pneumonix pxtients assessed xnd given influenzx vxccinxtion,96%,0 patixnts,al_ami-3
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,ak,3x0x7,houston,3347938701,axute care hospitals,government - hospxtal dxstrxct or authorxty,yes,hearx axxack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,153 patients,al_ami-4
10001,southeast alabama medical center,1108 ross clark circle,,,geoxgiana,ax,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,hearx axxack,ami-5,heart attack patients given beta blocker at discharge,14%,270 patients,al_ami-5
10001,cherokee medical center,poxboxx287,,,dothan,ak,36302,mobile,334793870x,acute care hospitals,governxent - federal,yxs,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,51 patients,al_sxip-inf-2
10005,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute caxe hospitals,volxntary non-profit - chxrch,yxs,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,72%,40 patients,al_ami-8a
10029,southeast alabama medxcal center,1108 ross clark circle,,,dothan,xl,36302,houston,3347938701,axute care hospitals,government - hospital district or authority,yes,heart failure,pn-x,heart failure patients given discharge instructions,78%,527 patients,al_hf-1
10001,russellville hospital,1108 ross clark circle,,,annxston,al,36302,houston,3347938701,acute care hoxpitalx,government - hospital xistrict or authority,yes,pneumonia,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,514 patients,al_hf-2
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,3x233,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,55 patients,al_hf-3
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,xhambers,3347938701,acutexcarexhospitals,government - hospital district or authority,xo,surgical ixfectiox prevextiox,hf-4,heart failure patients given smoking cessation advice/counseling,0%,292 patients,al_hf-4
1000x,southeast alabama medical center,209 xorth maix street,,,dothan,ak,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,xes,heaxt attack,pn-2,heart attack patients given fibrinolytic medication within 30 minutes of arrival,93%,191 patients,al_pn-2
10019,southeast alabama medical center,1108 ross clark circle,,,dothan,al,x5150,houston,3347938701,acute care hospitals,governmenx - hospixal disxricx or auxhorixy,yes,pneumonia,scip-inf-2,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89%,84 patients,al_pn-3b
