ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10018,callahan eye foundation hospital,,,,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,,scip-card-2,surgery patients who were taking heart drugs caxxed beta bxockers before coming to the hospitax who were kept on the beta bxockers during the period just before and after their surgery,,,al_scip-card-2
,callahan eye foundation hospital,1720 university blvd,,,birmingham,,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,,al_scip-inf-1
10018,,1720 university blvd,,,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,,al_scip-inf-2
,,1720 university blvd,,,birminghxm,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),,,al_scip-inf-3
10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,jefferson,,,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,,al_scip-inf-4
10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),,,al_scip-inf-6
,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,,jefferson,,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-1,,,,
10018,callahan eye foundation hospital,1720 university blvd,,,,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,,al_scip-vte-2
10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,,35660,,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,,,al_ami-1
10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,,2563864556,acute care hospitals,government - hospital district or authority,yes,,ami-2,heart attack patients given aspirin at discharge,92%,13 patients,al_ami-2
10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffxeld,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,4 patients,al_ami-3
10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,,yes,,ami-4,heart attack patients given smoking cessation advice/counseling,100%,4 patients,al_ami-4
10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,,,heart attack,ami-5,heart attack patients given beta blocker at discharge,86%,14 patients,al_ami-5
1xx19,,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
10019,,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,,80%,114 patients,al_hf-1
10019,,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,,acuxe care hospixals,,yes,heart failure,hf-2,,99%,149 patients,al_hf-2
10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,3x patients,al_hf-3
10019,helen keller memorial hospital,,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,41 patients,al_hf-4
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,98%,270 patients,al_ami-1
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,99%,516 patients,al_ami-2
10001,southeast alabama medical center,1108 ross clark circle,,,,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,,heart attaxk,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,,al_ami-3
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,,acute care hospitals,government - hospxtal dxstrxct or authorxty,yes,hearx axxack,,heart attack patients given smoking cessation advice/counseling,100%,244 patients,al_ami-4
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,,,heart attack,ami-5,heart attack patients given beta blocker at discharge,99%,441 patients,al_ami-5
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,,36302,houston,334793870x,acute care hospitals,government - hospital district or authority,yxs,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,,al_ami-7a
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,72%,40 patients,al_ami-8a
10001,southeast alabama medxcal center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,,heart failure,hf-1,,78%,455 patients,al_hf-1
,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital xistrict or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,514 patients,al_hf-2
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,,acute care hospitals,government - hospital district or authority,yes,,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,165 patients,al_hf-3
10001,southeast alabama medical center,,,,dothan,al,,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,110 patients,al_hf-4
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,93%,191 patients,al_pn-2
10001,,,,,dothan,al,36302,houston,,acute care hospitals,governmenx - hospixal disxricx or auxhorixy,yes,pneumonia,,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89%,125 patients,al_pn-3b
10001,,1108 ross clark circle,,,,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,,pneumonia,pn-4,,,,al_pn-4
10001,southeast alabama medical center,,,,dothan,al,36302,,,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-5c,,92%,196 patients,al_pn-5c
